SOURCE;TARGET;TYPE;ID;LABEL
Twist;https://fr.wikipedia.org;;;Twist
Twist;https://fr.wikipedia.org;;;Twist
Bones;https://fr.wikipedia.org;;;Bones
Sacha;https://fr.wikipedia.org;;;Sacha
Sacha;https://fr.wikipedia.org;;;Sacha
Chicago Fire;https://fr.wikipedia.org;;;Chicago Fire
Big Bang Theory;https://fr.wikipedia.org;;;Big Bang Theory
Camping Paradis;https://fr.wikipedia.org;;;Camping Paradis
Camping Paradis;https://fr.wikipedia.org;;;Camping Paradis
Moka;https://fr.wikipedia.org;;;Moka
Moka;https://fr.wikipedia.org;;;Moka
Kiri;https://fr.wikipedia.org;;;Kiri
Sissi;https://fr.wikipedia.org;;;Sissi
Sissi;https://fr.wikipedia.org;;;Sissi
Candice Renoir;https://fr.wikipedia.org;;;Candice Renoir
Doctor Who;https://fr.wikipedia.org;;;Doctor Who
Doctor Who;https://fr.wikipedia.org;;;Doctor Who
Cannes Festival;https://fr.wikipedia.org;;;Cannes Festival
Cauchemar en cuisine;https://fr.wikipedia.org;;;Cauchemar en cuisine
Mariés au premier regard;https://fr.wikipedia.org;;;Mariés au premier regard
Parlement;https://fr.wikipedia.org;;;Parlement
Balthazar;https://fr.wikipedia.org;;;Balthazar
Balthazar;https://fr.wikipedia.org;;;Balthazar
Les Simpson;https://fr.wikipedia.org;;;Les Simpson
Clem;https://fr.wikipedia.org;;;Clem
Zouk;https://fr.wikipedia.org;;;Zouk
Totally Spies;https://fr.wikipedia.org;;;Totally Spies
Petit Ours Brun;https://fr.wikipedia.org;;;Petit Ours Brun
Modern Family;https://fr.wikipedia.org;;;Modern Family
The Middle;https://fr.wikipedia.org;;;The Middle
Columbo;https://fr.wikipedia.org;;;Columbo
How I Met Your Mother;https://fr.wikipedia.org;;;How I Met Your Mother
La grande librairie;https://fr.wikipedia.org;;;La grande librairie
Titeuf;https://fr.wikipedia.org;;;Titeuf
Tandem;https://fr.wikipedia.org;;;Tandem
Les experts;https://fr.wikipedia.org;;;Les experts
Les experts;https://fr.wikipedia.org;;;Les experts
Grand hôtel;https://fr.wikipedia.org;;;Grand hôtel
Grey's Anatomy;https://fr.wikipedia.org;;;Grey's Anatomy
Paprika;https://fr.wikipedia.org;;;Paprika
Paprika;https://fr.wikipedia.org;;;Paprika
Crimes;https://fr.wikipedia.org;;;Crimes
Crimes;https://fr.wikipedia.org;;;Crimes
Pékin express;https://fr.wikipedia.org;;;Pékin express
Sam le pompier;https://fr.wikipedia.org;;;Sam le pompier
Tennis  Roland Garros;https://fr.wikipedia.org;;;Tennis  Roland Garros
Restos du coeur;https://fr.wikipedia.org;;;Restos du coeur
Capitaine Marleau;https://fr.wikipedia.org;;;Capitaine Marleau
Superstore;https://fr.wikipedia.org;;;Superstore
Je te promets;https://fr.wikipedia.org;;;Je te promets
Je te promets;https://fr.wikipedia.org;;;Je te promets
Court circuit;https://fr.wikipedia.org;;;Court circuit
Tom Sawyer;https://fr.wikipedia.org;;;Tom Sawyer
Tom Sawyer;https://fr.wikipedia.org;;;Tom Sawyer
Infiniti;https://fr.wikipedia.org;;;Infiniti
Hercule Poirot;https://fr.wikipedia.org;;;Hercule Poirot
Hercule Poirot;https://fr.wikipedia.org;;;Hercule Poirot
Automoto;https://fr.wikipedia.org;;;Automoto
Gomorra;https://fr.wikipedia.org;;;Gomorra
Hippocrate;https://fr.wikipedia.org;;;Hippocrate
Hippocrate;https://fr.wikipedia.org;;;Hippocrate
Alex Hugo;https://fr.wikipedia.org;;;Alex Hugo
Yellowstone;https://fr.wikipedia.org;;;Yellowstone
Yellowstone;https://fr.wikipedia.org;;;Yellowstone
Tracks;https://fr.wikipedia.org;;;Tracks
Buffy contre les vampires;https://fr.wikipedia.org;;;Buffy contre les vampires
Buffy contre les vampires;https://fr.wikipedia.org;;;Buffy contre les vampires
Super Nanny;https://fr.wikipedia.org;;;Super Nanny
Cassandre;https://fr.wikipedia.org;;;Cassandre
Cassandre;https://fr.wikipedia.org;;;Cassandre
Ma sorcière bien aimée;https://fr.wikipedia.org;;;Ma sorcière bien aimée
Ma sorcière bien aimée;https://fr.wikipedia.org;;;Ma sorcière bien aimée
Notre belle famille;https://fr.wikipedia.org;;;Notre belle famille
Bienvenue chez les Loud;https://fr.wikipedia.org;;;Bienvenue chez les Loud
Envoyé spécial;https://fr.wikipedia.org;;;Envoyé spécial
Football  Coupe de France;https://fr.wikipedia.org;;;Football  Coupe de France
NCIS  Los Angeles;https://fr.wikipedia.org;;;NCIS  Los Angeles
Profilage;https://fr.wikipedia.org;;;Profilage
Profilage;https://fr.wikipedia.org;;;Profilage
Why Women Kill;https://fr.wikipedia.org;;;Why Women Kill
Elementary;https://fr.wikipedia.org;;;Elementary
Débat;https://fr.wikipedia.org;;;Débat
La stagiaire;https://fr.wikipedia.org;;;La stagiaire
Les reines du shopping;https://fr.wikipedia.org;;;Les reines du shopping
Sanditon;https://fr.wikipedia.org;;;Sanditon
Sanditon;https://fr.wikipedia.org;;;Sanditon
Pierre Lapin;https://fr.wikipedia.org;;;Pierre Lapin
En thérapie;https://fr.wikipedia.org;;;En thérapie
Dexter  New Blood;https://fr.wikipedia.org;;;Dexter  New Blood
Les grandes grandes vacances;https://fr.wikipedia.org;;;Les grandes grandes vacances
Souviens toi;https://fr.wikipedia.org;;;Souviens toi
Zone interdite;https://fr.wikipedia.org;;;Zone interdite
Zone interdite;https://fr.wikipedia.org;;;Zone interdite
Mare of Easttown;https://fr.wikipedia.org;;;Mare of Easttown
Le tour du monde en 80 jours;https://fr.wikipedia.org;;;Le tour du monde en 80 jours
Yellowjackets;https://fr.wikipedia.org;;;Yellowjackets
The Undoing;https://fr.wikipedia.org;;;The Undoing
Patron incognito;https://fr.wikipedia.org;;;Patron incognito
Visions;https://fr.wikipedia.org;;;Visions
The Bay;https://fr.wikipedia.org;;;The Bay
Direct Auto;https://fr.wikipedia.org;;;Direct Auto
Thalassa;https://fr.wikipedia.org;;;Thalassa
Cyclisme  Tour de France;https://fr.wikipedia.org;;;Cyclisme  Tour de France
Une famille en or;https://fr.wikipedia.org;;;Une famille en or
La meilleure boulangerie de France;https://fr.wikipedia.org;;;La meilleure boulangerie de France
Mongeville;https://fr.wikipedia.org;;;Mongeville
Le destin de Lisa;https://fr.wikipedia.org;;;Le destin de Lisa
Une si longue nuit;https://fr.wikipedia.org;;;Une si longue nuit
Beyblade Burst;https://fr.wikipedia.org;;;Beyblade Burst
Rugby  Champions Cup;https://fr.wikipedia.org;;;Rugby  Champions Cup
Top Gear;https://fr.wikipedia.org;;;Top Gear
Top Gear;https://fr.wikipedia.org;;;Top Gear
Serengeti;https://fr.wikipedia.org;;;Serengeti
Vigil;https://fr.wikipedia.org;;;Vigil
Les Sisters;https://fr.wikipedia.org;;;Les Sisters
American Crime Story;https://fr.wikipedia.org;;;American Crime Story
Les frères Scott;https://fr.wikipedia.org;;;Les frères Scott
The Tourist;https://fr.wikipedia.org;;;The Tourist
The Tourist;https://fr.wikipedia.org;;;The Tourist
New York Unité Spéciale;https://fr.wikipedia.org;;;New York Unité Spéciale
The Chosen;https://fr.wikipedia.org;;;The Chosen
Crimes parfaits;https://fr.wikipedia.org;;;Crimes parfaits
Engrenages;https://fr.wikipedia.org;;;Engrenages
Ben 10;https://fr.wikipedia.org;;;Ben 10
Ben 10;https://fr.wikipedia.org;;;Ben 10
City of Lies;https://fr.wikipedia.org;;;City of Lies
Nicky Larson;https://fr.wikipedia.org;;;Nicky Larson
Manipulations;https://fr.wikipedia.org;;;Manipulations
Younger;https://fr.wikipedia.org;;;Younger
Foot 2 rue;https://fr.wikipedia.org;;;Foot 2 rue
Double je;https://fr.wikipedia.org;;;Double je
Double je;https://fr.wikipedia.org;;;Double je
Les experts Miami;https://fr.wikipedia.org;;;Les experts Miami
Une mère parfaite;https://fr.wikipedia.org;;;Une mère parfaite
Recherche appartement ou maison;https://fr.wikipedia.org;;;Recherche appartement ou maison
Une saison au zoo;https://fr.wikipedia.org;;;Une saison au zoo
Young Sheldon;https://fr.wikipedia.org;;;Young Sheldon
TFou;https://fr.wikipedia.org;;;TFou
TFou;https://fr.wikipedia.org;;;TFou
Alice Nevers;https://fr.wikipedia.org;;;Alice Nevers
Boule et Bill;https://fr.wikipedia.org;;;Boule et Bill
Major Crimes;https://fr.wikipedia.org;;;Major Crimes
Ce que Pauline ne vous dit pas;https://fr.wikipedia.org;;;Ce que Pauline ne vous dit pas
Drop Dead Diva;https://fr.wikipedia.org;;;Drop Dead Diva
Des racines et des ailes;https://fr.wikipedia.org;;;Des racines et des ailes
Alexandra Ehle;https://fr.wikipedia.org;;;Alexandra Ehle
Les carnets de Julie;https://fr.wikipedia.org;;;Les carnets de Julie
Chesapeake Shores;https://fr.wikipedia.org;;;Chesapeake Shores
Kamikaze;https://fr.wikipedia.org;;;Kamikaze
Baby boom;https://fr.wikipedia.org;;;Baby boom
Miss Marple;https://fr.wikipedia.org;;;Miss Marple
Miss Marple;https://fr.wikipedia.org;;;Miss Marple
Les Dalton;https://fr.wikipedia.org;;;Les Dalton
Les Dalton;https://fr.wikipedia.org;;;Les Dalton
Ghost Adventures;https://fr.wikipedia.org;;;Ghost Adventures
Roman noir;https://fr.wikipedia.org;;;Roman noir
Commissaire Dupin;https://fr.wikipedia.org;;;Commissaire Dupin
Narvalo;https://fr.wikipedia.org;;;Narvalo
Nos chers voisins;https://fr.wikipedia.org;;;Nos chers voisins
Ridley Road;https://fr.wikipedia.org;;;Ridley Road
Mohammed Ali;https://fr.wikipedia.org;;;Mohammed Ali
Meurtres au paradis;https://fr.wikipedia.org;;;Meurtres au paradis
Le caméléon;https://fr.wikipedia.org;;;Le caméléon
Arte reportage;https://fr.wikipedia.org;;;Arte reportage
Bluey;https://fr.wikipedia.org;;;Bluey
Le dessous des cartes;https://fr.wikipedia.org;;;Le dessous des cartes
Belgravia;https://fr.wikipedia.org;;;Belgravia
Belgravia;https://fr.wikipedia.org;;;Belgravia
Pourquoi pas Evans ;https://fr.wikipedia.org;;;Pourquoi pas Evans 
Vestiaires;https://fr.wikipedia.org;;;Vestiaires
Des trains pas comme les autres;https://fr.wikipedia.org;;;Des trains pas comme les autres
Inspecteur Lewis;https://fr.wikipedia.org;;;Inspecteur Lewis
Broadchurch;https://fr.wikipedia.org;;;Broadchurch
28 minutes;https://fr.wikipedia.org;;;28 minutes
La fête à la maison;https://fr.wikipedia.org;;;La fête à la maison
La fête à la maison;https://fr.wikipedia.org;;;La fête à la maison
Chicago Police Department;https://fr.wikipedia.org;;;Chicago Police Department
Oggy et les cafards;https://fr.wikipedia.org;;;Oggy et les cafards
48 heures;https://fr.wikipedia.org;;;48 heures
Body of Proof;https://fr.wikipedia.org;;;Body of Proof
Esprits criminels;https://fr.wikipedia.org;;;Esprits criminels
Le jour du Seigneur;https://fr.wikipedia.org;;;Le jour du Seigneur
Brokenwood;https://fr.wikipedia.org;;;Brokenwood
La vengeance aux deux visages;https://fr.wikipedia.org;;;La vengeance aux deux visages
La vengeance aux deux visages;https://fr.wikipedia.org;;;La vengeance aux deux visages
Martin Matin;https://fr.wikipedia.org;;;Martin Matin
Meurtres à Sandhamn;https://fr.wikipedia.org;;;Meurtres à Sandhamn
Shadowplay;https://fr.wikipedia.org;;;Shadowplay
Vintage Mecanic;https://fr.wikipedia.org;;;Vintage Mecanic
Pawn Stars;https://fr.wikipedia.org;;;Pawn Stars
Ad vitam;https://fr.wikipedia.org;;;Ad vitam
This Is Going to Hurt;https://fr.wikipedia.org;;;This Is Going to Hurt
Echappées belles;https://fr.wikipedia.org;;;Echappées belles
Section de recherches;https://fr.wikipedia.org;;;Section de recherches
Atlantic Crossing;https://fr.wikipedia.org;;;Atlantic Crossing
Shaun le mouton;https://fr.wikipedia.org;;;Shaun le mouton
Chroniques criminelles;https://fr.wikipedia.org;;;Chroniques criminelles
Invitation au voyage;https://fr.wikipedia.org;;;Invitation au voyage
Lego Masters;https://fr.wikipedia.org;;;Lego Masters
Lego Masters;https://fr.wikipedia.org;;;Lego Masters
Les experts  Manhattan;https://fr.wikipedia.org;;;Les experts  Manhattan
Les experts  Manhattan;https://fr.wikipedia.org;;;Les experts  Manhattan
Hudson et Rex;https://fr.wikipedia.org;;;Hudson et Rex
Prédateurs;https://fr.wikipedia.org;;;Prédateurs
Moonwalk;https://fr.wikipedia.org;;;Moonwalk
Grantchester;https://fr.wikipedia.org;;;Grantchester
Grantchester;https://fr.wikipedia.org;;;Grantchester
Karambolage;https://fr.wikipedia.org;;;Karambolage
Les triplés;https://fr.wikipedia.org;;;Les triplés
Tropiques criminels;https://fr.wikipedia.org;;;Tropiques criminels
La faute à Rousseau;https://fr.wikipedia.org;;;La faute à Rousseau
Disparition inquiétante;https://fr.wikipedia.org;;;Disparition inquiétante
Les Thunderman;https://fr.wikipedia.org;;;Les Thunderman
Un cas pour deux;https://fr.wikipedia.org;;;Un cas pour deux
Un cas pour deux;https://fr.wikipedia.org;;;Un cas pour deux
Petit poilu;https://fr.wikipedia.org;;;Petit poilu
New York police judiciaire;https://fr.wikipedia.org;;;New York police judiciaire
Teen Titans Go ;https://fr.wikipedia.org;;;Teen Titans Go 
Enquête exclusive;https://fr.wikipedia.org;;;Enquête exclusive
Power Rangers  Dino Fury;https://fr.wikipedia.org;;;Power Rangers  Dino Fury
Squadra criminale;https://fr.wikipedia.org;;;Squadra criminale
Top Gear France;https://fr.wikipedia.org;;;Top Gear France
Le crime lui va si bien;https://fr.wikipedia.org;;;Le crime lui va si bien
Breeders;https://fr.wikipedia.org;;;Breeders
Breeders;https://fr.wikipedia.org;;;Breeders
Angelo la débrouille;https://fr.wikipedia.org;;;Angelo la débrouille
Anatole Latuile;https://fr.wikipedia.org;;;Anatole Latuile
Kiva;https://fr.wikipedia.org;;;Kiva
Grizzy et les lemmings;https://fr.wikipedia.org;;;Grizzy et les lemmings
Alien Theory;https://fr.wikipedia.org;;;Alien Theory
Starstruck;https://fr.wikipedia.org;;;Starstruck
Berlin 63;https://fr.wikipedia.org;;;Berlin 63
Les enquêtes de Murdoch;https://fr.wikipedia.org;;;Les enquêtes de Murdoch
Dynasties;https://fr.wikipedia.org;;;Dynasties
Dynasties;https://fr.wikipedia.org;;;Dynasties
Caïn;https://fr.wikipedia.org;;;Caïn
Caïn;https://fr.wikipedia.org;;;Caïn
Inspecteur Barnaby;https://fr.wikipedia.org;;;Inspecteur Barnaby
Inspecteur Barnaby;https://fr.wikipedia.org;;;Inspecteur Barnaby
Deux Vies;https://fr.wikipedia.org;;;Deux Vies
Molang;https://fr.wikipedia.org;;;Molang
Alger confidentiel;https://fr.wikipedia.org;;;Alger confidentiel
The Gifted;https://fr.wikipedia.org;;;The Gifted
Beecham House;https://fr.wikipedia.org;;;Beecham House
Exterminez toutes ces brutes;https://fr.wikipedia.org;;;Exterminez toutes ces brutes
La foire aux vanités;https://fr.wikipedia.org;;;La foire aux vanités
La foire aux vanités;https://fr.wikipedia.org;;;La foire aux vanités
Better Things;https://fr.wikipedia.org;;;Better Things
Les aventures de Tintin;https://fr.wikipedia.org;;;Les aventures de Tintin
Les aventures de Tintin;https://fr.wikipedia.org;;;Les aventures de Tintin
Meurtres en eaux troubles;https://fr.wikipedia.org;;;Meurtres en eaux troubles
Taffy;https://fr.wikipedia.org;;;Taffy
N'oubliez pas les paroles;https://fr.wikipedia.org;;;N'oubliez pas les paroles
La grande soirée;https://fr.wikipedia.org;;;La grande soirée
Les feux de l'amour;https://fr.wikipedia.org;;;Les feux de l'amour
Les minijusticiers;https://fr.wikipedia.org;;;Les minijusticiers
Amour, gloire et beauté;https://fr.wikipedia.org;;;Amour, gloire et beauté
Les animaux de la 8;https://fr.wikipedia.org;;;Les animaux de la 8
Non élucidé;https://fr.wikipedia.org;;;Non élucidé
Gigantosaurus;https://fr.wikipedia.org;;;Gigantosaurus
Le monde de Jamy;https://fr.wikipedia.org;;;Le monde de Jamy
Made for Love;https://fr.wikipedia.org;;;Made for Love
Les enquêtes de Morse;https://fr.wikipedia.org;;;Les enquêtes de Morse
Paris Police 1900;https://fr.wikipedia.org;;;Paris Police 1900
Téléfoot;https://fr.wikipedia.org;;;Téléfoot
Au nom de la vérité;https://fr.wikipedia.org;;;Au nom de la vérité
Magnum 2018;https://fr.wikipedia.org;;;Magnum 2018
Ma famille d'abord;https://fr.wikipedia.org;;;Ma famille d'abord
The Victim;https://fr.wikipedia.org;;;The Victim
Enfants du Soleil;https://fr.wikipedia.org;;;Enfants du Soleil
Dernier recours;https://fr.wikipedia.org;;;Dernier recours
Le jour où tout a basculé;https://fr.wikipedia.org;;;Le jour où tout a basculé
Brassic;https://fr.wikipedia.org;;;Brassic
Berlin Live;https://fr.wikipedia.org;;;Berlin Live
Berlin Live;https://fr.wikipedia.org;;;Berlin Live
Hors de contrôle;https://fr.wikipedia.org;;;Hors de contrôle
Police de caractères;https://fr.wikipedia.org;;;Police de caractères
Enquêtes criminelles;https://fr.wikipedia.org;;;Enquêtes criminelles
NCIS  enquêtes spéciales;https://fr.wikipedia.org;;;NCIS  enquêtes spéciales
MacGyver 2016;https://fr.wikipedia.org;;;MacGyver 2016
MacGyver 2016;https://fr.wikipedia.org;;;MacGyver 2016
Rugby  Tournoi des Six Nations;https://fr.wikipedia.org;;;Rugby  Tournoi des Six Nations
Wheeler Dealers France;https://fr.wikipedia.org;;;Wheeler Dealers France
La dernière vague;https://fr.wikipedia.org;;;La dernière vague
La dernière vague;https://fr.wikipedia.org;;;La dernière vague
Le Flambeau  les aventuriers de Chupacabra;https://fr.wikipedia.org;;;Le Flambeau  les aventuriers de Chupacabra
Les Goldberg;https://fr.wikipedia.org;;;Les Goldberg
The Client List;https://fr.wikipedia.org;;;The Client List
Les Pyjamasques;https://fr.wikipedia.org;;;Les Pyjamasques
Il miracolo;https://fr.wikipedia.org;;;Il miracolo
Héritages;https://fr.wikipedia.org;;;Héritages
44 chats;https://fr.wikipedia.org;;;44 chats
Americars;https://fr.wikipedia.org;;;Americars
Joséphine, ange gardien;https://fr.wikipedia.org;;;Joséphine, ange gardien
Joséphine, ange gardien;https://fr.wikipedia.org;;;Joséphine, ange gardien
Doc 2020;https://fr.wikipedia.org;;;Doc 2020
Idéfix et les Irréductibles;https://fr.wikipedia.org;;;Idéfix et les Irréductibles
Idéfix et les Irréductibles;https://fr.wikipedia.org;;;Idéfix et les Irréductibles
Molusco;https://fr.wikipedia.org;;;Molusco
Hawaii 5 0;https://fr.wikipedia.org;;;Hawaii 5 0
Fais pas ci, fais pas ça;https://fr.wikipedia.org;;;Fais pas ci, fais pas ça
Monster Buster Club;https://fr.wikipedia.org;;;Monster Buster Club
Baskup;https://fr.wikipedia.org;;;Baskup
SheZow;https://fr.wikipedia.org;;;SheZow
Power Rangers Beast Morphers;https://fr.wikipedia.org;;;Power Rangers Beast Morphers
Ernest et Célestine;https://fr.wikipedia.org;;;Ernest et Célestine
Si près de chez vous;https://fr.wikipedia.org;;;Si près de chez vous
The Rookie  le flic de Los Angeles;https://fr.wikipedia.org;;;The Rookie  le flic de Los Angeles
Les enquêtes de Vera;https://fr.wikipedia.org;;;Les enquêtes de Vera
Les enquêtes de Vera;https://fr.wikipedia.org;;;Les enquêtes de Vera
Bienvenue chez les Casagrandes;https://fr.wikipedia.org;;;Bienvenue chez les Casagrandes
Mr. Robot;https://fr.wikipedia.org;;;Mr. Robot
Mr. Robot;https://fr.wikipedia.org;;;Mr. Robot
Les rois de la piscine;https://fr.wikipedia.org;;;Les rois de la piscine
Schitt's Creek;https://fr.wikipedia.org;;;Schitt's Creek
Face au doute;https://fr.wikipedia.org;;;Face au doute
Les nouveaux explorateurs;https://fr.wikipedia.org;;;Les nouveaux explorateurs
L'amie prodigieuse;https://fr.wikipedia.org;;;L'amie prodigieuse
L'amie prodigieuse;https://fr.wikipedia.org;;;L'amie prodigieuse
Jeux olympiques de Pékin 2022;https://fr.wikipedia.org;;;Jeux olympiques de Pékin 2022
Shrill;https://fr.wikipedia.org;;;Shrill
Xenius;https://fr.wikipedia.org;;;Xenius
Lagoon Master;https://fr.wikipedia.org;;;Lagoon Master
Objectif Blake ;https://fr.wikipedia.org;;;Objectif Blake 
Barbie Dreamhouse Adventures;https://fr.wikipedia.org;;;Barbie Dreamhouse Adventures
Les mystères de l'amour;https://fr.wikipedia.org;;;Les mystères de l'amour
Engagez vous ;https://fr.wikipedia.org;;;Engagez vous 
Chasseurs de Trolls;https://fr.wikipedia.org;;;Chasseurs de Trolls
Jamie a des tentacules;https://fr.wikipedia.org;;;Jamie a des tentacules
Power Players;https://fr.wikipedia.org;;;Power Players
Bakugan Battle Planet;https://fr.wikipedia.org;;;Bakugan Battle Planet
Petits secrets entre voisins;https://fr.wikipedia.org;;;Petits secrets entre voisins
Grey's Anatomy  Station 19;https://fr.wikipedia.org;;;Grey's Anatomy  Station 19
Grey's Anatomy  Station 19;https://fr.wikipedia.org;;;Grey's Anatomy  Station 19
Kid Lucky;https://fr.wikipedia.org;;;Kid Lucky
Kid Lucky;https://fr.wikipedia.org;;;Kid Lucky
P.J.;https://fr.wikipedia.org;;;P.J.
P.J.;https://fr.wikipedia.org;;;P.J.
Docteur Quinn, femme médecin;https://fr.wikipedia.org;;;Docteur Quinn, femme médecin
Team Dronix;https://fr.wikipedia.org;;;Team Dronix
Kung Fu Panda  Les pattes du destin;https://fr.wikipedia.org;;;Kung Fu Panda  Les pattes du destin
Football  Ligue Europa Conférence;https://fr.wikipedia.org;;;Football  Ligue Europa Conférence
True Justice;https://fr.wikipedia.org;;;True Justice
Mécanos express;https://fr.wikipedia.org;;;Mécanos express
Une nounou d'enfer;https://fr.wikipedia.org;;;Une nounou d'enfer
J'irai dormir chez vous;https://fr.wikipedia.org;;;J'irai dormir chez vous
Convois exceptionnels;https://fr.wikipedia.org;;;Convois exceptionnels
Les quatre soeurs;https://fr.wikipedia.org;;;Les quatre soeurs
Power Rangers Super Ninja Steel;https://fr.wikipedia.org;;;Power Rangers Super Ninja Steel
Power Rangers Super Ninja Steel;https://fr.wikipedia.org;;;Power Rangers Super Ninja Steel
Craig de la crique;https://fr.wikipedia.org;;;Craig de la crique
Alvinnn  et les Chipmunks;https://fr.wikipedia.org;;;Alvinnn  et les Chipmunks
Coupable ou non coupable ;https://fr.wikipedia.org;;;Coupable ou non coupable 
Sale temps pour la planète;https://fr.wikipedia.org;;;Sale temps pour la planète
Génération Hit machine;https://fr.wikipedia.org;;;Génération Hit machine
Tattoo Cover  Londres;https://fr.wikipedia.org;;;Tattoo Cover  Londres
Esprits criminels  unité sans frontières;https://fr.wikipedia.org;;;Esprits criminels  unité sans frontières
Girls5eva;https://fr.wikipedia.org;;;Girls5eva
Bob l'éponge;https://fr.wikipedia.org;;;Bob l'éponge
Bob l'éponge;https://fr.wikipedia.org;;;Bob l'éponge
New York, section criminelle;https://fr.wikipedia.org;;;New York, section criminelle
Ovni(s);https://fr.wikipedia.org;;;Ovni(s)
Les rois de la réno;https://fr.wikipedia.org;;;Les rois de la réno
Scooby Doo et compagnie;https://fr.wikipedia.org;;;Scooby Doo et compagnie
Blood & Treasure;https://fr.wikipedia.org;;;Blood & Treasure
Einstein  équations criminelles;https://fr.wikipedia.org;;;Einstein  équations criminelles
Tom et Jerry Show;https://fr.wikipedia.org;;;Tom et Jerry Show
Top chef  le chef des chefs;https://fr.wikipedia.org;;;Top chef  le chef des chefs
Dead Pixels;https://fr.wikipedia.org;;;Dead Pixels
Rénovation impossible;https://fr.wikipedia.org;;;Rénovation impossible
Présence protestante;https://fr.wikipedia.org;;;Présence protestante
Top chef  les grands duels;https://fr.wikipedia.org;;;Top chef  les grands duels
Il était une fois... la vie;https://fr.wikipedia.org;;;Il était une fois... la vie
9 1 1 Lone Star;https://fr.wikipedia.org;;;9 1 1 Lone Star
9 1 1 Lone Star;https://fr.wikipedia.org;;;9 1 1 Lone Star
Bull 2016;https://fr.wikipedia.org;;;Bull 2016
Les reportages de Martin Weill;https://fr.wikipedia.org;;;Les reportages de Martin Weill
T'choupi et ses amis;https://fr.wikipedia.org;;;T'choupi et ses amis
90' Enquêtes;https://fr.wikipedia.org;;;90' Enquêtes
Faites entrer l'accusé;https://fr.wikipedia.org;;;Faites entrer l'accusé
